date,side,tic,name,qty,price,pnl_pct,buy_hit,sell_hit,signals,rank2,rank2_hit,prev_buy_hit
2025-12-10,SELL,006400,삼성SDI,32,326000.0,4.99194847020934,,,,,,5.0
2025-12-10,BUY,011200,HMM,528,19985.074984491315,,6.0,1.0,"GC,MACD,BB회귀,W패턴,200일선,STO_GC",삼성생명,5.0,
2025-12-11,SELL,011200,HMM,528,19645.522532743566,-1.699030161314119,,,,,,6.0
2025-12-11,BUY,000660,SK하이닉스,17,581828.905199115,,5.0,0.0,"GC,RSI탈출,BB회귀,W패턴,STO_GC",삼성바이오로직스,4.0,
2025-12-12,SELL,000660,SK하이닉스,17,563865.0525394045,-3.087480271122478,,,,,,5.0
2025-12-12,BUY,373220,LG에너지솔루션,22,445000.0,,6.0,1.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",셀트리온,5.0,
2025-12-15,SELL,373220,LG에너지솔루션,22,439000.0,-1.348314606741574,,,,,,6.0
2025-12-15,BUY,138040,메리츠금융지주,89,110300.0,,8.0,2.0,"GC,지지반등,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",SK이노베이션,7.0,
2025-12-16,SELL,138040,메리츠금융지주,89,110000.0,-0.27198549410698547,,,,,,8.0
2025-12-16,BUY,068270,셀트리온,55,178586.11398273305,,5.0,1.0,"GC,RSI탈출,BB회귀,W패턴,STO_GC",삼성바이오로직스,4.0,
2025-12-17,SELL,068270,셀트리온,55,177163.49774035765,-0.7965995847319607,,,,,,5.0
2025-12-17,BUY,207940,삼성바이오로직스,5,1790000.0,,6.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",KT&G,5.0,
2025-12-18,SELL,207940,삼성바이오로직스,5,1750000.0,-2.2346368715083775,,,,,,6.0
2025-12-18,BUY,000660,SK하이닉스,17,536919.3095561594,,5.0,1.0,"GC,RSI탈출,BB회귀,W패턴,STO_GC",SK이노베이션,5.0,
2025-12-19,SELL,000660,SK하이닉스,17,567856.9939442413,5.76207333903791,,,,,,5.0
2025-12-19,BUY,000660,SK하이닉스,17,567856.9939442413,,5.0,1.0,"GC,RSI탈출,BB회귀,W패턴,STO_GC",카카오,4.0,
2025-12-22,SELL,000660,SK하이닉스,17,572846.9898706897,0.8787416514479673,,,,,,5.0
2025-12-22,BUY,017670,SK텔레콤,193,52165.15937793703,,6.0,4.0,"지지반등,BB회귀,W패턴,200일선,STO_GC,피보나치",NAVER,5.0,
2025-12-23,SELL,017670,SK텔레콤,193,52561.85363998127,0.7604582575319929,,,,,,6.0
2025-12-23,BUY,035420,NAVER,43,235525.93288502112,,5.0,1.0,"RSI탈출,BB회귀,200일선,STO_GC,피보나치",삼성생명,5.0,
2025-12-24,SELL,035420,NAVER,43,234536.33364164905,-0.42016572495868765,,,,,,5.0
2025-12-24,BUY,017670,SK텔레콤,190,52859.37356624532,,6.0,3.0,"지지반등,BB회귀,W패턴,200일선,STO_GC,피보나치",SK하이닉스,5.0,
2025-12-26,SELL,017670,SK텔레콤,190,52859.37396274717,7.501069987370101e-07,,,,,,6.0
2025-12-26,BUY,000660,SK하이닉스,16,592806.8558013355,,5.0,2.0,"GC,MACD,BB회귀,W패턴,STO_GC",KB금융,4.0,
2025-12-29,SELL,000660,SK하이닉스,16,628734.5244140625,6.060602751322985,,,,,,5.0
2025-12-29,BUY,000660,SK하이닉스,16,628734.5244140625,,5.0,1.0,"GC,MACD,BB회귀,W패턴,STO_GC",삼성바이오로직스,5.0,
2025-12-30,SELL,000660,SK하이닉스,16,637716.4173387097,1.4285668395604079,,,,,,5.0
2025-12-30,BUY,017670,SK텔레콤,203,52760.1988317757,,7.0,3.0,"지지반등,RSI탈출,BB회귀,W패턴,200일선,STO_GC,피보나치",메리츠금융지주,6.0,
2026-01-02,SELL,017670,SK텔레콤,203,53057.7177019817,0.5639077880555954,,,,,,7.0
2026-01-02,BUY,035420,NAVER,44,240968.75835020244,,6.0,0.0,"RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",SK텔레콤,6.0,
2026-01-05,SELL,035420,NAVER,44,245916.78585295592,2.053389633008962,,,,,,6.0
2026-01-05,BUY,035720,카카오,175,62412.544785031845,,7.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",NAVER,6.0,
2026-01-06,SELL,035720,카카오,175,62412.54561373433,1.3277819066459529e-06,,,,,,7.0
2026-01-06,BUY,035420,NAVER,44,246906.38452524037,,7.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",카카오,6.0,
2026-01-07,SELL,035420,NAVER,44,255318.02933168318,3.4068154303166454,,,,,,7.0
2026-01-07,BUY,034730,SK,40,279291.22007978725,,7.0,0.0,"GC,RSI탈출,MACD,BB회귀,거래량돌파,W패턴,STO_GC",NAVER,6.0,
2026-01-08,SELL,034730,SK,40,273411.4216234347,-2.105257177319364,,,,,,7.0
2026-01-08,BUY,000270,기아,87,125491.03833066454,,6.0,1.0,"GC,MACD,BB회귀,거래량돌파,W패턴,STO_GC",현대차,6.0,
2026-01-09,SELL,000270,기아,87,121084.4772897898,-3.511454761624977,,,,,,6.0
2026-01-09,BUY,068270,셀트리온,52,201904.765625,,5.0,1.0,"GC,MACD,BB회귀,W패턴,STO_GC",삼성전기,5.0,
2026-01-12,SELL,068270,셀트리온,52,209523.8125,3.7735844676152652,,,,,,5.0
2026-01-12,BUY,005380,현대차,28,379926.18366825616,,7.0,2.0,"GC,RSI탈출,MACD,BB회귀,거래량돌파,W패턴,STO_GC",NAVER,6.0,
2026-01-13,SELL,005380,현대차,28,377446.2473445197,-0.6527416193830682,,,,,,7.0
2026-01-13,BUY,096770,SK이노베이션,105,103100.0,,6.0,0.0,"지지반등,RSI탈출,MACD,BB회귀,200일선,STO_GC",현대차,6.0,
2026-01-14,SELL,096770,SK이노베이션,105,106100.0,2.9097963142580063,,,,,,6.0
2026-01-14,BUY,005490,POSCO홀딩스,31,348766.3736413044,,6.0,0.0,"GC,MACD,BB회귀,거래량돌파,W패턴,STO_GC",LG에너지솔루션,6.0,
2026-01-15,SELL,005490,POSCO홀딩스,31,348271.67283072544,-0.1418430353287814,,,,,,6.0
2026-01-15,BUY,017670,SK텔레콤,204,54446.14453125,,6.0,0.0,"GC,MACD,BB회귀,W패턴,200일선,피보나치",현대차,5.0,
2026-01-16,SELL,017670,SK텔레콤,204,55140.35977056962,1.2750494002769397,,,,,,6.0
2026-01-16,BUY,373220,LG에너지솔루션,28,394000.0,,7.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",삼성SDI,6.0,
2026-01-19,SELL,373220,LG에너지솔루션,28,389500.0,-1.1421319796954266,,,,,,7.0
2026-01-19,BUY,010130,고려아연,6,1631043.0097064395,,5.0,0.0,"GC,RSI탈출,MACD,BB회귀,STO_GC",LG,5.0,
2026-01-20,SELL,010130,고려아연,6,1546352.338062924,-5.192424181307043,,,,,,5.0
2026-01-20,BUY,373220,LG에너지솔루션,26,398000.0,,7.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",LG화학,7.0,
2026-01-21,SELL,373220,LG에너지솔루션,26,395500.0,-0.6281407035175879,,,,,,7.0
2026-01-21,BUY,011200,HMM,524,19936.567164179105,,8.0,2.0,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",LG에너지솔루션,7.0,
2026-01-22,SELL,011200,HMM,524,19548.50863461831,-1.9464661411621398,,,,,,8.0
2026-01-22,BUY,316140,우리금융지주,367,27856.841884128007,,5.0,1.0,"GC,MACD,BB회귀,W패턴,STO_GC",고려아연,5.0,
2026-01-23,SELL,316140,우리금융지주,367,28295.14853003384,1.5734254720222385,,,,,,5.0
2026-01-23,BUY,096770,SK이노베이션,90,115000.0,,7.0,1.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",LG에너지솔루션,6.0,
2026-01-26,SELL,096770,SK이노베이션,90,112200.0,-2.4347826086956514,,,,,,7.0
2026-01-26,BUY,024110,기업은행,503,20065.477627840908,,6.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",KT&G,5.0,
2026-01-27,SELL,024110,기업은행,503,20065.477973090277,1.7206137625791484e-06,,,,,,6.0
2026-01-27,BUY,035720,카카오,164,61314.08426698151,,6.0,1.0,"GC,MACD,BB회귀,W패턴,STO_GC,피보나치",메리츠금융지주,5.0,
2026-01-28,SELL,035720,카카오,164,62412.54392951052,1.7915291007950973,,,,,,6.0
2026-01-28,BUY,138040,메리츠금융지주,93,110000.0,,7.0,0.0,"GC,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",기업은행,7.0,
2026-01-29,SELL,138040,메리츠금융지주,93,110000.0,0.0,,,,,,7.0
2026-01-29,BUY,138040,메리츠금융지주,92,110000.0,,7.0,0.0,"GC,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",기업은행,6.0,
2026-01-30,SELL,138040,메리츠금융지주,92,110200.0,0.1818181818181719,,,,,,7.0
2026-01-30,BUY,138040,메리츠금융지주,92,110200.0,,7.0,1.0,"GC,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",기업은행,6.0,
2026-02-02,SELL,138040,메리츠금융지주,92,115100.0,4.446460980036293,,,,,,7.0
2026-02-02,BUY,138040,메리츠금융지주,92,115100.0,,6.0,1.0,"GC,MACD,BB회귀,W패턴,200일선,피보나치",KT&G,6.0,
2026-02-03,SELL,138040,메리츠금융지주,92,120000.0,4.257167680278018,,,,,,6.0
2026-02-03,BUY,138040,메리츠금융지주,92,120000.0,,5.0,1.0,"GC,MACD,BB회귀,200일선,피보나치",KT&G,5.0,
2026-02-04,SELL,138040,메리츠금융지주,92,119100.0,-0.7499999999999951,,,,,,5.0
2026-02-04,BUY,035420,NAVER,41,263234.8759451796,,5.0,2.0,"GC,MACD,BB회귀,W패턴,STO_GC",카카오,5.0,
2026-02-05,SELL,035420,NAVER,41,259771.24802407587,-1.3157937027406086,,,,,,5.0
2026-02-05,BUY,011200,HMM,544,19791.04618226601,,6.0,2.0,"GC,MACD,BB회귀,W패턴,200일선,STO_GC",기업은행,4.0,
2026-02-06,SELL,011200,HMM,544,19402.985074626868,-1.960791279375973,,,,,,6.0
2026-02-06,BUY,024110,기업은행,485,21737.599885360054,,3.0,1.0,"GC,BB회귀,W패턴",KT&G,3.0,
2026-02-09,SELL,024110,기업은행,485,22215.349879488032,2.197804710030282,,,,,,3.0
2026-02-09,BUY,068270,셀트리온,50,214285.71875,,5.0,2.0,"GC,RSI탈출,BB회귀,W패턴,STO_GC",KT&G,4.0,
2026-02-10,SELL,068270,셀트리온,50,217142.859375,1.33333226388892,,,,,,5.0
2026-02-10,BUY,068270,셀트리온,50,217142.859375,,6.0,2.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",HMM,6.0,
2026-02-11,SELL,068270,셀트리온,50,220952.375,1.7543821776893287,,,,,,6.0
2026-02-11,BUY,011200,HMM,526,20955.22468824228,,7.0,2.0,"GC,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",SK이노베이션,5.0,
2026-02-12,SELL,011200,HMM,526,20567.165105386415,-1.8518512143351096,,,,,,7.0
2026-02-12,BUY,068270,셀트리온,47,227142.859375,,6.0,2.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",삼성바이오로직스,5.0,
2026-02-13,SELL,068270,셀트리온,47,230476.1875,1.4675029336919998,,,,,,6.0
2026-02-13,BUY,011200,HMM,533,20518.656400240383,,7.0,2.0,"GC,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",LG화학,6.0,
2026-02-19,SELL,011200,HMM,533,21973.881207840033,7.092203208698411,,,,,,7.0
2026-02-19,BUY,011200,HMM,531,21973.881207840033,,7.0,2.0,"GC,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",셀트리온,4.0,
2026-02-20,SELL,011200,HMM,531,22555.97000286852,2.6490031029238637,,,,,,7.0
2026-02-20,BUY,000270,기아,73,162946.7560117142,,6.0,2.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",LG화학,5.0,
2026-02-23,SELL,000270,기아,73,167544.9049562102,2.8218720378609063,,,,,,6.0
2026-02-23,BUY,051910,LG화학,36,336833.8728383459,,6.0,0.0,"GC,MACD,BB회귀,W패턴,STO_GC,피보나치",삼성바이오로직스,6.0,
2026-02-24,SELL,051910,LG화학,36,332859.4169044223,-1.179945443263375,,,,,,6.0
2026-02-24,BUY,000270,기아,73,164000.49885057472,,6.0,2.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",현대차,4.0,
2026-02-25,SELL,000270,기아,73,168311.25949770524,2.628504594402581,,,,,,6.0
2026-02-25,BUY,207940,삼성바이오로직스,7,1723000.0,,7.0,1.0,"RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",LG화학,6.0,
2026-02-26,SELL,207940,삼성바이오로직스,7,1728000.0,0.29019152640743506,,,,,,7.0
2026-02-26,BUY,373220,LG에너지솔루션,28,431500.0,,6.0,1.0,"GC,MACD,BB회귀,W패턴,STO_GC,피보나치",삼성바이오로직스,6.0,
2026-02-27,SELL,373220,LG에너지솔루션,28,420000.0,-2.665121668597914,,,,,,6.0
2026-02-27,BUY,207940,삼성바이오로직스,6,1760000.0,,6.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,피보나치",LG에너지솔루션,6.0,
2026-03-03,SELL,207940,삼성바이오로직스,6,1775000.0,0.8522727272727293,,,,,,6.0
2026-03-03,BUY,035720,카카오,199,60814.78266792705,,7.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",삼성바이오로직스,6.0,
2026-03-04,SELL,035720,카카오,199,53125.55851487779,-12.643676119070403,,,,,,7.0
2026-03-04,BUY,010130,고려아연,5,1843267.8193933822,,4.0,2.0,"GC,MACD,W패턴,STO_GC",기아,3.0,
2026-03-05,SELL,010130,고려아연,5,1783486.1910176238,-3.243241581434031,,,,,,4.0
2026-03-05,BUY,010130,고려아연,5,1783486.1910176238,,3.0,4.0,"GC,MACD,STO_GC",LG에너지솔루션,3.0,
2026-03-06,SELL,010130,고려아연,5,1731675.4457762558,-2.905026430947899,,,,,,3.0
2026-03-06,BUY,207940,삼성바이오로직스,6,1614000.0,,6.0,4.0,"GC,RSI탈출,MACD,BB회귀,200일선,STO_GC",고려아연,5.0,
2026-03-09,SELL,207940,삼성바이오로직스,6,1558000.0,-3.4696406443618377,,,,,,6.0
2026-03-09,BUY,035720,카카오,191,50100.0,,5.0,4.0,"GC,RSI탈출,MACD,BB회귀,STO_GC",LG화학,4.0,
2026-03-10,SELL,035720,카카오,191,51800.0,3.3932135728542923,,,,,,5.0
2026-03-10,BUY,207940,삼성바이오로직스,6,1638000.0,,3.0,5.0,"GC,MACD,STO_GC",카카오,3.0,
2026-03-11,SELL,207940,삼성바이오로직스,6,1630000.0,-0.48840048840048667,,,,,,3.0
2026-03-11,BUY,207940,삼성바이오로직스,6,1630000.0,,6.0,4.0,"GC,RSI탈출,MACD,BB회귀,200일선,STO_GC",카카오,5.0,
2026-03-12,SELL,207940,삼성바이오로직스,6,1650000.0,1.2269938650306678,,,,,,6.0
2026-03-12,BUY,207940,삼성바이오로직스,6,1650000.0,,7.0,4.0,"GC,RSI탈출,BB회귀,W패턴,200일선,STO_GC,피보나치",고려아연,4.0,
2026-03-13,SELL,207940,삼성바이오로직스,6,1589000.0,-3.6969696969696986,,,,,,7.0
2026-03-13,BUY,373220,LG에너지솔루션,25,370000.0,,4.0,3.0,"BB회귀,W패턴,200일선,STO_GC",SK이노베이션,4.0,
2026-03-16,SELL,373220,LG에너지솔루션,25,368500.0,-0.40540540540540126,,,,,,4.0
2026-03-16,BUY,035720,카카오,186,50900.0,,4.0,3.0,"GC,RSI탈출,BB회귀,STO_GC",한국전력,3.0,
2026-03-17,SELL,035720,카카오,186,51100.0,0.39292730844793233,,,,,,4.0
2026-03-17,BUY,000660,SK하이닉스,9,1008831.2915592784,,3.0,2.0,"GC,W패턴,STO_GC",KB금융,2.0,
2026-03-18,SELL,000660,SK하이닉스,9,999832.8598484847,-0.8919659596289264,,,,,,3.0
2026-03-18,BUY,373220,LG에너지솔루션,24,390500.0,,4.0,2.0,"BB회귀,W패턴,200일선,STO_GC",SK이노베이션,4.0,
2026-03-19,SELL,373220,LG에너지솔루션,24,374500.0,-4.097311139564663,,,,,,4.0
2026-03-19,BUY,096770,SK이노베이션,80,111800.0,,6.0,2.0,"GC,RSI탈출,BB회귀,200일선,STO_GC,피보나치",메리츠금융지주,4.0,
2026-03-20,SELL,096770,SK이노베이션,80,111900.0,0.08944543828264262,,,,,,6.0
2026-03-20,BUY,055550,신한지주,94,95189.62736210419,,3.0,0.0,"RSI탈출,BB회귀,W패턴",SK하이닉스,3.0,
2026-03-23,SELL,055550,신한지주,94,93303.69977057843,-1.981232245349207,,,,,,3.0
2026-03-23,BUY,096770,SK이노베이션,79,111100.0,,6.0,1.0,"GC,RSI탈출,BB회귀,200일선,STO_GC,피보나치",기업은행,5.0,
2026-03-24,SELL,096770,SK이노베이션,79,108900.0,-1.980198019801982,,,,,,6.0
2026-03-24,BUY,032830,삼성생명,37,228000.0,,3.0,2.0,"GC,MACD,STO_GC",SK하이닉스,3.0,
2026-03-25,SELL,032830,삼성생명,37,233000.0,2.1929824561403466,,,,,,3.0
2026-03-25,BUY,373220,LG에너지솔루션,22,392000.0,,5.0,0.0,"MACD,BB회귀,W패턴,200일선,STO_GC",NAVER,5.0,
2026-03-26,SELL,373220,LG에너지솔루션,22,392500.0,0.12755102040815647,,,,,,5.0
2026-03-26,BUY,373220,LG에너지솔루션,22,392500.0,,5.0,0.0,"MACD,BB회귀,W패턴,200일선,STO_GC",POSCO홀딩스,5.0,
2026-03-27,SELL,373220,LG에너지솔루션,22,374000.0,-4.713375796178343,,,,,,5.0
2026-03-27,BUY,005490,POSCO홀딩스,24,334000.5660127737,,5.0,0.0,"RSI탈출,BB회귀,W패턴,STO_GC,피보나치",메리츠금융지주,4.0,
2026-03-30,SELL,005490,POSCO홀딩스,24,328525.132106414,-1.6393486908493182,,,,,,5.0
2026-03-30,BUY,373220,LG에너지솔루션,21,379500.0,,6.0,1.0,"GC,MACD,BB회귀,W패턴,200일선,STO_GC",메리츠금융지주,5.0,
2026-03-31,SELL,373220,LG에너지솔루션,21,406000.0,6.982872200263501,,,,,,6.0
2026-03-31,BUY,051910,LG화학,27,319000.0,,7.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",POSCO홀딩스,6.0,
2026-04-01,SELL,051910,LG화학,27,314500.0,-1.4106583072100332,,,,,,7.0
2026-04-01,BUY,033780,KT&G,53,160300.0,,5.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴",LG에너지솔루션,4.0,
2026-04-02,SELL,033780,KT&G,53,159000.0,-0.8109794135994997,,,,,,5.0
2026-04-02,BUY,005490,POSCO홀딩스,24,348435.74505131965,,7.0,2.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",LG에너지솔루션,6.0,
2026-04-03,SELL,005490,POSCO홀딩스,24,347937.99901079136,-0.14285160107639916,,,,,,7.0
2026-04-03,BUY,096770,SK이노베이션,71,118200.0,,5.0,0.0,"MACD,W패턴,200일선,STO_GC,피보나치",삼성SDI,4.0,
2026-04-06,SELL,096770,SK이노베이션,71,117900.0,-0.25380710659898,,,,,,5.0
2026-04-06,BUY,051910,LG화학,27,303500.0,,6.0,1.0,"GC,RSI탈출,MACD,BB회귀,200일선,STO_GC",메리츠금융지주,6.0,
2026-04-07,SELL,051910,LG화학,27,316500.0,4.283360790774293,,,,,,6.0
2026-04-07,BUY,373220,LG에너지솔루션,21,408000.0,,6.0,1.0,"GC,MACD,BB회귀,W패턴,STO_GC,피보나치",LG,5.0,
2026-04-08,SELL,373220,LG에너지솔루션,21,419500.0,2.818627450980382,,,,,,6.0
2026-04-08,BUY,051910,LG화학,26,342000.0,,6.0,1.0,"GC,MACD,BB회귀,W패턴,200일선,피보나치",HMM,4.0,
2026-04-09,SELL,051910,LG화학,26,353500.0,3.3625730994152114,,,,,,6.0
2026-04-09,BUY,011200,HMM,446,20700.0,,7.0,0.0,"RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",한국전력,6.0,
2026-04-10,SELL,011200,HMM,446,20750.0,0.24154589371980784,,,,,,7.0
2026-04-10,BUY,011200,HMM,445,20750.0,,8.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",신한지주,4.0,
2026-04-13,SELL,011200,HMM,445,21500.0,3.6144578313253017,,,,,,8.0
2026-04-13,BUY,011200,HMM,444,21500.0,,8.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",SK,6.0,
2026-04-14,SELL,011200,HMM,444,21250.0,-1.1627906976744207,,,,,,8.0
2026-04-14,BUY,010130,고려아연,5,1696802.8718162524,,6.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",SK하이닉스,4.0,
2026-04-15,SELL,010130,고려아연,5,1688831.8847891567,-0.46976505989546613,,,,,,6.0
2026-04-15,BUY,024110,기업은행,413,22650.0,,6.0,0.0,"GC,MACD,BB회귀,W패턴,STO_GC,피보나치",한국전력,6.0,
2026-04-16,SELL,024110,기업은행,413,22600.0,-0.22075055187638082,,,,,,6.0
2026-04-16,BUY,024110,기업은행,412,22600.0,,6.0,0.0,"GC,MACD,BB회귀,W패턴,STO_GC,피보나치",HMM,6.0,
2026-04-17,SELL,024110,기업은행,412,22800.0,0.8849557522123908,,,,,,6.0
2026-04-17,BUY,015760,한국전력,202,46350.0,,7.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",NAVER,6.0,
2026-04-20,SELL,015760,한국전력,202,45900.0,-0.9708737864077666,,,,,,7.0
2026-04-20,BUY,015760,한국전력,201,45900.0,,7.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",기아,5.0,
2026-04-21,SELL,015760,한국전력,201,46250.0,0.7625272331154731,,,,,,7.0
2026-04-21,BUY,015760,한국전력,201,46250.0,,7.0,1.0,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",기업은행,6.0,
2026-04-22,SELL,015760,한국전력,201,45400.0,-1.8378378378378413,,,,,,7.0
2026-04-22,BUY,035420,NAVER,42,215000.0,,6.0,1.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",기아,5.0,
2026-04-23,SELL,035420,NAVER,42,220500.0,2.55813953488373,,,,,,6.0
2026-04-23,BUY,068270,셀트리온,47,197619.046875,,5.0,1.0,"GC,BB회귀,W패턴,STO_GC,피보나치",기아,4.0,
2026-04-24,SELL,068270,셀트리온,47,196666.671875,-0.4819247006096594,,,,,,5.0
2026-04-24,BUY,068270,셀트리온,47,196666.671875,,5.0,1.0,"GC,BB회귀,W패턴,STO_GC,피보나치",메리츠금융지주,4.0,
2026-04-27,SELL,068270,셀트리온,47,199523.8125,1.4527833301699378,,,,,,5.0
2026-04-27,BUY,068270,셀트리온,47,199523.8125,,5.0,1.0,"GC,BB회귀,W패턴,STO_GC,피보나치",기업은행,3.0,
2026-04-28,SELL,068270,셀트리온,47,193333.328125,-3.102629354077724,,,,,,5.0
2026-04-28,BUY,035420,NAVER,42,215500.0,,3.0,2.0,"GC,BB회귀,STO_GC",기아,3.0,
2026-04-29,SELL,035420,NAVER,42,223000.0,3.480278422273786,,,,,,3.0
2026-04-29,BUY,068270,셀트리온,47,196666.671875,,4.0,1.0,"GC,BB회귀,W패턴,피보나치",기아,4.0,
2026-04-30,SELL,068270,셀트리온,47,193809.53125,-1.4527833301699378,,,,,,4.0
2026-04-30,BUY,000270,기아,59,155400.0,,4.0,2.0,"GC,MACD,BB회귀,피보나치",기업은행,3.0,
2026-05-04,SELL,000270,기아,59,156300.0,0.5791505791505891,,,,,,4.0
2026-05-04,BUY,024110,기업은행,404,22850.0,,3.0,1.0,"BB회귀,W패턴,피보나치",하나금융지주,2.0,
2026-05-06,SELL,024110,기업은행,404,22100.0,-3.2822757111597323,,,,,,3.0
2026-05-06,BUY,011200,HMM,427,20850.0,,6.0,2.0,"RSI탈출,BB회귀,W패턴,200일선,STO_GC,피보나치",삼성바이오로직스,4.0,
2026-05-07,SELL,011200,HMM,427,20700.0,-0.7194244604316502,,,,,,6.0
2026-05-07,BUY,010130,고려아연,5,1738649.905849359,,5.0,3.0,"GC,MACD,BB회귀,W패턴,STO_GC",기아,3.0,
2026-05-08,SELL,010130,고려아연,5,1579232.2622674792,-9.16904795183603,,,,,,5.0
2026-05-08,BUY,011200,HMM,386,20750.0,,6.0,2.0,"RSI탈출,BB회귀,W패턴,200일선,STO_GC,피보나치",기아,5.0,
2026-05-11,SELL,011200,HMM,386,20400.0,-1.6867469879518038,,,,,,6.0
2026-05-11,BUY,000270,기아,46,170400.0,,4.0,3.0,"GC,MACD,BB회귀,W패턴",KB금융,3.0,
2026-05-12,SELL,000270,기아,46,175700.0,3.1103286384976503,,,,,,4.0
2026-05-12,BUY,000270,기아,46,175700.0,,4.0,2.0,"GC,MACD,BB회귀,W패턴",SK텔레콤,3.0,
2026-05-13,SELL,000270,기아,46,166500.0,-5.2361980648833235,,,,,,4.0
2026-05-13,BUY,068270,셀트리온,40,187619.046875,,4.0,4.0,"지지반등,BB회귀,200일선,STO_GC",SK텔레콤,3.0,
2026-05-14,SELL,068270,셀트리온,40,181333.328125,-3.350256199834456,,,,,,4.0
2026-05-14,BUY,017670,SK텔레콤,70,104032.79708799903,,5.0,2.0,"GC,MACD,BB회귀,W패턴,STO_GC",기아,4.0,
2026-05-15,SELL,017670,SK텔레콤,70,102148.50876110562,-1.8112445109973674,,,,,,5.0
2026-05-15,BUY,068270,셀트리온,38,186190.46875,,5.0,3.0,"지지반등,RSI탈출,BB회귀,200일선,STO_GC",고려아연,5.0,
2026-05-18,SELL,068270,셀트리온,38,179142.859375,-3.7851611966576604,,,,,,5.0
2026-05-18,BUY,017670,SK텔레콤,68,101355.1180659204,,4.0,5.0,"GC,MACD,W패턴,STO_GC",고려아연,3.0,
2026-05-19,SELL,017670,SK텔레콤,68,98181.57329516376,-3.1311144728701223,,,,,,4.0
2026-05-19,BUY,011200,HMM,334,20050.0,,5.0,1.0,"지지반등,BB회귀,W패턴,200일선,STO_GC",SK텔레콤,4.0,
2026-05-20,SELL,011200,HMM,334,19940.0,-0.5486284289276777,,,,,,5.0
2026-05-20,BUY,017670,SK텔레콤,67,98776.61525229357,,4.0,4.0,"GC,MACD,W패턴,STO_GC",메리츠금융지주,3.0,
2026-05-21,SELL,017670,SK텔레콤,67,101652.6363387646,2.911641666527176,,,,,,4.0
2026-05-21,BUY,017670,SK텔레콤,67,101652.6363387646,,5.0,3.0,"GC,MACD,BB회귀,W패턴,STO_GC",현대모비스,2.0,
2026-05-22,SELL,017670,SK텔레콤,67,109388.15403088521,7.60975609756096,,,,,,5.0
2026-05-22,BUY,011200,HMM,360,20350.0,,5.0,0.0,"RSI탈출,BB회귀,W패턴,200일선,STO_GC",셀트리온,4.0,
2026-05-26,SELL,011200,HMM,360,20800.0,2.211302211302213,,,,,,5.0
2026-05-26,BUY,011200,HMM,359,20800.0,,6.0,0.0,"RSI탈출,BB회귀,W패턴,200일선,STO_GC,피보나치",셀트리온,5.0,
2026-05-27,SELL,011200,HMM,359,20150.0,-3.125,,,,,,6.0
2026-05-27,BUY,207940,삼성바이오로직스,5,1415000.0,,4.0,0.0,"RSI탈출,MACD,BB회귀,STO_GC",LG에너지솔루션,4.0,
