date,portfolio,n_pos,cash
2024-12-20,10507522.771246925,17,307409.48999692407
2024-12-23,10593753.314215675,17,307409.48999692407
2024-12-24,10610333.61695005,17,307409.48999692407
2024-12-26,10574473.622147756,18,225663.2520305683
2024-12-27,10449478.484452443,18,225663.2520305683
2024-12-30,10389753.84285088,18,225663.2520305683
2025-01-02,10392860.985429006,18,225663.2520305683
2025-01-03,10505399.002030568,18,225663.2520305683
2025-01-06,10579655.51081963,18,225663.2520305683
2025-01-07,10587377.296952443,18,225663.2520305683
2025-01-08,10642119.607499318,18,225663.2520305683
2025-01-09,10660209.860429006,18,225663.2520305683
2025-01-10,10736802.812577443,18,225663.2520305683
2025-01-13,10708074.845615052,18,278751.758700988
2025-01-14,10701885.037021302,18,278751.758700988
2025-01-15,10717548.534091614,18,278751.758700988
2025-01-16,10740300.533115052,18,278751.758700988
2025-01-17,10719888.002841614,18,278751.758700988
2025-01-20,10622493.630771302,18,278751.758700988
2025-01-21,10639398.419833802,18,278751.758700988
2025-01-22,10757247.954990052,18,278751.758700988
2025-01-23,10737245.577060364,18,278751.758700988
2025-01-24,10729549.714049466,17,227112.65936196537
2025-01-31,10891912.348815091,17,227112.65936196537
2025-02-03,10640024.678893216,17,227112.65936196537
2025-02-04,10687289.474791653,17,227112.65936196537
2025-02-05,10741597.766783841,17,227112.65936196537
2025-02-06,10771124.270690091,17,227112.65936196537
2025-02-07,10649890.411315091,17,227112.65936196537
2025-02-10,10677731.357604153,17,227112.65936196537
2025-02-11,10698018.157511428,17,218629.30204267832
2025-02-12,10721693.444620803,17,218629.30204267832
2025-02-13,10787978.901652053,17,218629.30204267832
2025-02-14,10834004.783920057,15,332212.0222013081
2025-02-17,10839119.399154432,15,332212.0222013081
2025-02-18,10860378.963983433,14,362882.5108584333
2025-02-19,10967641.284295933,14,362882.5108584333
2025-02-20,11083929.044061558,14,362882.5108584333
2025-02-21,11031670.483514683,14,362882.5108584333
2025-02-24,11165149.290155308,14,362882.5108584333
2025-02-25,11161633.355325317,15,847218.2967315665
2025-02-26,11241710.644387817,15,847218.2967315665
2025-02-27,11271820.191262817,15,847218.2967315665
2025-02-28,10985066.431497192,15,847218.2967315665
2025-03-04,10949465.329934692,15,847218.2967315665
2025-03-05,11007412.579934692,15,847218.2967315665
2025-03-06,11113706.152200317,15,847218.2967315665
2025-03-07,11019631.228372192,15,847218.2967315665
2025-03-10,11117427.402200317,15,847218.2967315665
2025-03-11,11044874.144387817,15,847218.2967315665
2025-03-12,11106034.568215942,15,847218.2967315665
2025-03-13,11175265.017434692,15,847218.2967315665
2025-03-14,11099476.837747192,15,847218.2967315665
2025-03-17,11174690.316262817,15,847218.2967315665
2025-03-18,11213633.179544067,15,847218.2967315665
2025-03-19,11287527.915872192,15,847218.2967315665
2025-03-20,11275842.267434692,15,847218.2967315665
2025-03-21,11281384.677590942,15,847218.2967315665
2025-03-24,11369283.124856567,15,847218.2967315665
2025-03-25,11447564.193215942,15,847218.2967315665
2025-03-26,11430851.476419067,15,847218.2967315665
2025-03-27,11284865.613137817,15,847218.2967315665
2025-03-28,11201666.716653442,15,847218.2967315665
2025-03-31,11004102.087747192,15,847218.2967315665
2025-04-01,11119317.558450317,15,847218.2967315665
2025-04-02,11090726.689649673,16,543138.8400402984
2025-04-03,10999941.244337173,16,543138.8400402984
2025-04-04,10979883.722852798,16,543138.8400402984
2025-04-07,10680226.45609336,14,559571.3076558586
2025-04-08,10558637.37796836,14,559571.3076558586
2025-04-09,10494183.594914922,12,594031.8800711725
2025-04-10,10855055.341008672,12,594031.8800711725
2025-04-11,10736845.317571172,12,594031.8800711725
2025-04-14,10812167.589055547,12,594031.8800711725
2025-04-15,10999499.508977422,12,594031.8800711725
2025-04-16,11032083.120305547,12,594031.8800711725
2025-04-17,11042740.528508672,12,594031.8800711725
2025-04-18,11132220.194524297,12,594031.8800711725
2025-04-21,11272915.290227422,12,594031.8800711725
2025-04-22,11313207.139836797,12,594031.8800711725
2025-04-23,11353464.354680547,12,594031.8800711725
2025-04-24,11313057.776218276,15,369510.40707765217
2025-04-25,11350543.475437026,15,369510.40707765217
2025-04-28,11163844.698093276,15,369510.40707765217
2025-04-29,11274648.430515151,15,369510.40707765217
2025-04-30,11381230.614108901,15,369510.40707765217
2025-05-02,11295601.975614546,15,449505.30373954633
2025-05-07,11284100.877958296,15,449505.30373954633
2025-05-08,11259161.674833296,15,449505.30373954633
2025-05-09,11282808.102059152,14,566218.0083091526
2025-05-12,11437589.096199777,14,566218.0083091526
2025-05-13,11406706.346199777,14,566218.0083091526
2025-05-14,11462607.232918527,14,566218.0083091526
2025-05-15,11375217.824715402,14,566218.0083091526
2025-05-16,11438435.133309152,14,566218.0083091526
2025-05-19,11335108.248543527,14,566218.0083091526
2025-05-20,11375520.131356027,14,566218.0083091526
2025-05-21,11446477.824715402,14,566218.0083091526
2025-05-22,11267811.12570375,18,519546.1335162507
2025-05-23,11255989.354412917,20,231717.82902229246
2025-05-26,11467036.284100417,20,231717.82902229246
2025-05-27,11412594.991614858,19,348427.9369273579
2025-05-28,11683974.558021108,19,348427.9369273579
2025-05-29,12019765.153724233,19,348427.9369273579
2025-05-30,11807308.05044575,17,250413.72622700065
2025-06-02,11747821.75416462,16,352938.51393024484
2025-06-04,11909299.967055244,16,352938.51393024484
2025-06-05,12189250.709242744,16,352938.51393024484
2025-06-09,12645176.32007318,15,411775.35132318095
2025-06-10,12615237.674951088,13,939891.7921385865
2025-06-11,12805580.467919838,13,939891.7921385865
2025-06-12,12840131.214013588,13,939891.7921385865
2025-06-13,12738734.206201088,13,939891.7921385865
2025-06-16,12789199.542138588,13,939891.7921385865
2025-06-17,12816497.585107338,13,939891.7921385865
2025-06-18,13148824.163232338,13,939891.7921385865
2025-06-19,13088954.901653714,15,883043.4914974647
2025-06-20,13283662.43095059,15,883043.4914974647
2025-06-23,13175113.636028714,15,883043.4914974647
2025-06-24,13505926.186838876,17,911631.2493388772
2025-06-25,13722714.327463876,17,911631.2493388772
2025-06-26,13567111.822234487,16,598889.5644219877
2025-06-27,13399235.080046987,16,598889.5644219877
2025-06-30,13497138.884734487,16,598889.5644219877
